id_sensor,tipo_sensor,equipamento,estufa,valor,data_hora,qualidade,hora_do_dia,dia_semana,is_dia
1,Temperatura,1,Estufa 1,35.06,2025-09-16 00:08:03.242352,Critico,0,Tuesday,False
1,Temperatura,1,Estufa 1,24.61,2025-09-16 00:38:03.242352,Normal,0,Tuesday,False
1,Temperatura,1,Estufa 1,24.94,2025-09-16 01:08:03.242352,Normal,1,Tuesday,False
1,Temperatura,1,Estufa 1,21.41,2025-09-16 01:38:03.242352,Normal,1,Tuesday,False
1,Temperatura,1,Estufa 1,19.45,2025-09-16 02:08:03.242352,Normal,2,Tuesday,False
1,Temperatura,1,Estufa 1,27.85,2025-09-16 02:38:03.242352,Normal,2,Tuesday,False
1,Temperatura,1,Estufa 1,19.42,2025-09-16 03:08:03.242352,Normal,3,Tuesday,False
1,Temperatura,1,Estufa 1,24.06,2025-09-16 03:38:03.242352,Normal,3,Tuesday,False
1,Temperatura,1,Estufa 1,30.47,2025-09-16 04:08:03.242352,Alerta,4,Tuesday,False
1,Temperatura,1,Estufa 1,37.94,2025-09-16 04:38:03.242352,Critico,4,Tuesday,False
1,Temperatura,1,Estufa 1,25.37,2025-09-16 05:08:03.242352,Normal,5,Tuesday,False
1,Temperatura,1,Estufa 1,28.89,2025-09-16 05:38:03.242352,Alerta,5,Tuesday,False
1,Temperatura,1,Estufa 1,27.64,2025-09-16 06:08:03.242352,Normal,6,Tuesday,True
1,Temperatura,1,Estufa 1,29.08,2025-09-16 06:38:03.242352,Alerta,6,Tuesday,True
1,Temperatura,1,Estufa 1,24.83,2025-09-16 07:08:03.242352,Normal,7,Tuesday,True
1,Temperatura,1,Estufa 1,28.04,2025-09-16 07:38:03.242352,Alerta,7,Tuesday,True
1,Temperatura,1,Estufa 1,32.97,2025-09-16 08:08:03.242352,Critico,8,Tuesday,True
1,Temperatura,1,Estufa 1,35.24,2025-09-16 08:38:03.242352,Critico,8,Tuesday,True
1,Temperatura,1,Estufa 1,25.17,2025-09-16 09:08:03.242352,Normal,9,Tuesday,True
1,Temperatura,1,Estufa 1,35.92,2025-09-16 09:38:03.242352,Critico,9,Tuesday,True
1,Temperatura,1,Estufa 1,38.84,2025-09-16 10:08:03.242352,Critico,10,Tuesday,True
1,Temperatura,1,Estufa 1,33.18,2025-09-16 10:38:03.242352,Critico,10,Tuesday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-16 11:08:03.242352,Critico,11,Tuesday,True
1,Temperatura,1,Estufa 1,26.06,2025-09-16 11:38:03.242352,Normal,11,Tuesday,True
1,Temperatura,1,Estufa 1,23.23,2025-09-16 12:08:03.242352,Normal,12,Tuesday,True
1,Temperatura,1,Estufa 1,20.03,2025-09-16 12:38:03.242352,Normal,12,Tuesday,True
1,Temperatura,1,Estufa 1,39.68,2025-09-16 13:08:03.242352,Critico,13,Tuesday,True
1,Temperatura,1,Estufa 1,34.63,2025-09-16 13:38:03.242352,Critico,13,Tuesday,True
1,Temperatura,1,Estufa 1,30.37,2025-09-16 14:08:03.242352,Alerta,14,Tuesday,True
1,Temperatura,1,Estufa 1,32.38,2025-09-16 14:38:03.242352,Critico,14,Tuesday,True
1,Temperatura,1,Estufa 1,23.95,2025-09-16 15:08:03.242352,Normal,15,Tuesday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-16 15:38:03.242352,Critico,15,Tuesday,True
1,Temperatura,1,Estufa 1,31.48,2025-09-16 16:08:03.242352,Alerta,16,Tuesday,True
1,Temperatura,1,Estufa 1,31.36,2025-09-16 16:38:03.242352,Alerta,16,Tuesday,True
1,Temperatura,1,Estufa 1,35.06,2025-09-16 17:08:03.242352,Critico,17,Tuesday,True
1,Temperatura,1,Estufa 1,33.59,2025-09-16 17:38:03.242352,Critico,17,Tuesday,True
1,Temperatura,1,Estufa 1,14.43,2025-09-16 18:08:03.242352,Critico,18,Tuesday,True
1,Temperatura,1,Estufa 1,25.96,2025-09-16 18:38:03.242352,Normal,18,Tuesday,True
1,Temperatura,1,Estufa 1,26.06,2025-09-16 19:08:03.242352,Normal,19,Tuesday,False
1,Temperatura,1,Estufa 1,33.11,2025-09-16 19:38:03.242352,Critico,19,Tuesday,False
1,Temperatura,1,Estufa 1,30.43,2025-09-16 20:08:03.242352,Alerta,20,Tuesday,False
1,Temperatura,1,Estufa 1,30.22,2025-09-16 20:38:03.242352,Alerta,20,Tuesday,False
1,Temperatura,1,Estufa 1,19.7,2025-09-16 21:08:03.242352,Normal,21,Tuesday,False
1,Temperatura,1,Estufa 1,17.31,2025-09-16 21:38:03.242352,Alerta,21,Tuesday,False
1,Temperatura,1,Estufa 1,21.62,2025-09-16 22:08:03.242352,Normal,22,Tuesday,False
1,Temperatura,1,Estufa 1,22.53,2025-09-16 22:38:03.242352,Normal,22,Tuesday,False
1,Temperatura,1,Estufa 1,27.72,2025-09-16 23:08:03.242352,Normal,23,Tuesday,False
1,Temperatura,1,Estufa 1,13.79,2025-09-16 23:38:03.242352,Critico,23,Tuesday,False
1,Temperatura,1,Estufa 1,29.9,2025-09-17 00:08:03.242352,Alerta,0,Wednesday,False
1,Temperatura,1,Estufa 1,21.46,2025-09-17 00:38:03.242352,Normal,0,Wednesday,False
1,Temperatura,1,Estufa 1,11.0,2025-09-17 01:08:03.242352,Critico,1,Wednesday,False
1,Temperatura,1,Estufa 1,17.19,2025-09-17 01:38:03.242352,Alerta,1,Wednesday,False
1,Temperatura,1,Estufa 1,13.98,2025-09-17 02:08:03.242352,Critico,2,Wednesday,False
1,Temperatura,1,Estufa 1,26.37,2025-09-17 02:38:03.242352,Normal,2,Wednesday,False
1,Temperatura,1,Estufa 1,22.62,2025-09-17 03:08:03.242352,Normal,3,Wednesday,False
1,Temperatura,1,Estufa 1,15.8,2025-09-17 03:38:03.242352,Alerta,3,Wednesday,False
1,Temperatura,1,Estufa 1,15.78,2025-09-17 04:08:03.242352,Alerta,4,Wednesday,False
1,Temperatura,1,Estufa 1,20.57,2025-09-17 04:38:03.242352,Normal,4,Wednesday,False
1,Temperatura,1,Estufa 1,30.6,2025-09-17 05:08:03.242352,Alerta,5,Wednesday,False
1,Temperatura,1,Estufa 1,20.96,2025-09-17 05:38:03.242352,Normal,5,Wednesday,False
1,Temperatura,1,Estufa 1,20.24,2025-09-17 06:08:03.242352,Normal,6,Wednesday,True
1,Temperatura,1,Estufa 1,27.78,2025-09-17 06:38:03.242352,Normal,6,Wednesday,True
1,Temperatura,1,Estufa 1,27.62,2025-09-17 07:08:03.242352,Normal,7,Wednesday,True
1,Temperatura,1,Estufa 1,13.07,2025-09-17 07:38:03.242352,Critico,7,Wednesday,True
1,Temperatura,1,Estufa 1,28.93,2025-09-17 08:08:03.242352,Alerta,8,Wednesday,True
1,Temperatura,1,Estufa 1,27.87,2025-09-17 08:38:03.242352,Normal,8,Wednesday,True
1,Temperatura,1,Estufa 1,33.43,2025-09-17 09:08:03.242352,Critico,9,Wednesday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-17 09:38:03.242352,Critico,9,Wednesday,True
1,Temperatura,1,Estufa 1,36.01,2025-09-17 10:08:03.242352,Critico,10,Wednesday,True
1,Temperatura,1,Estufa 1,27.64,2025-09-17 10:38:03.242352,Normal,10,Wednesday,True
1,Temperatura,1,Estufa 1,22.61,2025-09-17 11:08:03.242352,Normal,11,Wednesday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-17 11:38:03.242352,Critico,11,Wednesday,True
1,Temperatura,1,Estufa 1,29.61,2025-09-17 12:08:03.242352,Alerta,12,Wednesday,True
1,Temperatura,1,Estufa 1,29.34,2025-09-17 12:38:03.242352,Alerta,12,Wednesday,True
1,Temperatura,1,Estufa 1,29.11,2025-09-17 13:08:03.242352,Alerta,13,Wednesday,True
1,Temperatura,1,Estufa 1,30.44,2025-09-17 13:38:03.242352,Alerta,13,Wednesday,True
1,Temperatura,1,Estufa 1,28.39,2025-09-17 14:08:03.242352,Alerta,14,Wednesday,True
1,Temperatura,1,Estufa 1,25.81,2025-09-17 14:38:03.242352,Normal,14,Wednesday,True
1,Temperatura,1,Estufa 1,12.86,2025-09-17 15:08:03.242352,Critico,15,Wednesday,True
1,Temperatura,1,Estufa 1,29.06,2025-09-17 15:38:03.242352,Alerta,15,Wednesday,True
1,Temperatura,1,Estufa 1,25.99,2025-09-17 16:08:03.242352,Normal,16,Wednesday,True
1,Temperatura,1,Estufa 1,24.98,2025-09-17 16:38:03.242352,Normal,16,Wednesday,True
1,Temperatura,1,Estufa 1,29.89,2025-09-17 17:08:03.242352,Alerta,17,Wednesday,True
1,Temperatura,1,Estufa 1,27.72,2025-09-17 17:38:03.242352,Normal,17,Wednesday,True
1,Temperatura,1,Estufa 1,38.28,2025-09-17 18:08:03.242352,Critico,18,Wednesday,True
1,Temperatura,1,Estufa 1,13.35,2025-09-17 18:38:03.242352,Critico,18,Wednesday,True
1,Temperatura,1,Estufa 1,12.06,2025-09-17 19:08:03.242352,Critico,19,Wednesday,False
1,Temperatura,1,Estufa 1,40.0,2025-09-17 19:38:03.242352,Critico,19,Wednesday,False
1,Temperatura,1,Estufa 1,11.89,2025-09-17 20:08:03.242352,Critico,20,Wednesday,False
1,Temperatura,1,Estufa 1,18.95,2025-09-17 20:38:03.242352,Normal,20,Wednesday,False
1,Temperatura,1,Estufa 1,18.81,2025-09-17 21:08:03.242352,Normal,21,Wednesday,False
1,Temperatura,1,Estufa 1,13.63,2025-09-17 21:38:03.242352,Critico,21,Wednesday,False
1,Temperatura,1,Estufa 1,16.77,2025-09-17 22:08:03.242352,Alerta,22,Wednesday,False
1,Temperatura,1,Estufa 1,15.11,2025-09-17 22:38:03.242352,Alerta,22,Wednesday,False
1,Temperatura,1,Estufa 1,29.42,2025-09-17 23:08:03.242352,Alerta,23,Wednesday,False
1,Temperatura,1,Estufa 1,37.56,2025-09-17 23:38:03.242352,Critico,23,Wednesday,False
1,Temperatura,1,Estufa 1,27.02,2025-09-18 00:08:03.242352,Normal,0,Thursday,False
1,Temperatura,1,Estufa 1,24.27,2025-09-18 00:38:03.242352,Normal,0,Thursday,False
1,Temperatura,1,Estufa 1,21.51,2025-09-18 01:08:03.242352,Normal,1,Thursday,False
1,Temperatura,1,Estufa 1,22.75,2025-09-18 01:38:03.242352,Normal,1,Thursday,False
1,Temperatura,1,Estufa 1,23.11,2025-09-18 02:08:03.242352,Normal,2,Thursday,False
1,Temperatura,1,Estufa 1,14.55,2025-09-18 02:38:03.242352,Critico,2,Thursday,False
1,Temperatura,1,Estufa 1,24.23,2025-09-18 03:08:03.242352,Normal,3,Thursday,False
1,Temperatura,1,Estufa 1,19.46,2025-09-18 03:38:03.242352,Normal,3,Thursday,False
1,Temperatura,1,Estufa 1,18.79,2025-09-18 04:08:03.242352,Normal,4,Thursday,False
1,Temperatura,1,Estufa 1,24.22,2025-09-18 04:38:03.242352,Normal,4,Thursday,False
1,Temperatura,1,Estufa 1,22.88,2025-09-18 05:08:03.242352,Normal,5,Thursday,False
1,Temperatura,1,Estufa 1,18.86,2025-09-18 05:38:03.242352,Normal,5,Thursday,False
1,Temperatura,1,Estufa 1,34.62,2025-09-18 06:08:03.242352,Critico,6,Thursday,True
1,Temperatura,1,Estufa 1,11.57,2025-09-18 06:38:03.242352,Critico,6,Thursday,True
1,Temperatura,1,Estufa 1,31.36,2025-09-18 07:08:03.242352,Alerta,7,Thursday,True
1,Temperatura,1,Estufa 1,21.66,2025-09-18 07:38:03.242352,Normal,7,Thursday,True
1,Temperatura,1,Estufa 1,25.81,2025-09-18 08:08:03.242352,Normal,8,Thursday,True
1,Temperatura,1,Estufa 1,29.62,2025-09-18 08:38:03.242352,Alerta,8,Thursday,True
1,Temperatura,1,Estufa 1,20.16,2025-09-18 09:08:03.242352,Normal,9,Thursday,True
1,Temperatura,1,Estufa 1,33.21,2025-09-18 09:38:03.242352,Critico,9,Thursday,True
1,Temperatura,1,Estufa 1,26.55,2025-09-18 10:08:03.242352,Normal,10,Thursday,True
1,Temperatura,1,Estufa 1,24.53,2025-09-18 10:38:03.242352,Normal,10,Thursday,True
1,Temperatura,1,Estufa 1,33.96,2025-09-18 11:08:03.242352,Critico,11,Thursday,True
1,Temperatura,1,Estufa 1,23.44,2025-09-18 11:38:03.242352,Normal,11,Thursday,True
1,Temperatura,1,Estufa 1,19.21,2025-09-18 12:08:03.242352,Normal,12,Thursday,True
1,Temperatura,1,Estufa 1,18.32,2025-09-18 12:38:03.242352,Normal,12,Thursday,True
1,Temperatura,1,Estufa 1,31.3,2025-09-18 13:08:03.242352,Alerta,13,Thursday,True
1,Temperatura,1,Estufa 1,19.98,2025-09-18 13:38:03.242352,Normal,13,Thursday,True
1,Temperatura,1,Estufa 1,38.19,2025-09-18 14:08:03.242352,Critico,14,Thursday,True
1,Temperatura,1,Estufa 1,22.45,2025-09-18 14:38:03.242352,Normal,14,Thursday,True
1,Temperatura,1,Estufa 1,37.84,2025-09-18 15:08:03.242352,Critico,15,Thursday,True
1,Temperatura,1,Estufa 1,28.93,2025-09-18 15:38:03.242352,Alerta,15,Thursday,True
1,Temperatura,1,Estufa 1,27.08,2025-09-18 16:08:03.242352,Normal,16,Thursday,True
1,Temperatura,1,Estufa 1,24.39,2025-09-18 16:38:03.242352,Normal,16,Thursday,True
1,Temperatura,1,Estufa 1,15.47,2025-09-18 17:08:03.242352,Alerta,17,Thursday,True
1,Temperatura,1,Estufa 1,38.73,2025-09-18 17:38:03.242352,Critico,17,Thursday,True
1,Temperatura,1,Estufa 1,34.28,2025-09-18 18:08:03.242352,Critico,18,Thursday,True
1,Temperatura,1,Estufa 1,12.13,2025-09-18 18:38:03.242352,Critico,18,Thursday,True
1,Temperatura,1,Estufa 1,21.41,2025-09-18 19:08:03.242352,Normal,19,Thursday,False
1,Temperatura,1,Estufa 1,18.85,2025-09-18 19:38:03.242352,Normal,19,Thursday,False
1,Temperatura,1,Estufa 1,20.38,2025-09-18 20:08:03.242352,Normal,20,Thursday,False
1,Temperatura,1,Estufa 1,20.54,2025-09-18 20:38:03.242352,Normal,20,Thursday,False
1,Temperatura,1,Estufa 1,10.45,2025-09-18 21:08:03.242352,Critico,21,Thursday,False
1,Temperatura,1,Estufa 1,12.26,2025-09-18 21:38:03.242352,Critico,21,Thursday,False
1,Temperatura,1,Estufa 1,22.72,2025-09-18 22:08:03.242352,Normal,22,Thursday,False
1,Temperatura,1,Estufa 1,10.0,2025-09-18 22:38:03.242352,Critico,22,Thursday,False
1,Temperatura,1,Estufa 1,18.08,2025-09-18 23:08:03.242352,Normal,23,Thursday,False
1,Temperatura,1,Estufa 1,19.09,2025-09-18 23:38:03.242352,Normal,23,Thursday,False
1,Temperatura,1,Estufa 1,20.74,2025-09-19 00:08:03.242352,Normal,0,Friday,False
1,Temperatura,1,Estufa 1,20.67,2025-09-19 00:38:03.242352,Normal,0,Friday,False
1,Temperatura,1,Estufa 1,10.0,2025-09-19 01:08:03.242352,Critico,1,Friday,False
1,Temperatura,1,Estufa 1,19.98,2025-09-19 01:38:03.242352,Normal,1,Friday,False
1,Temperatura,1,Estufa 1,14.11,2025-09-19 02:08:03.242352,Critico,2,Friday,False
1,Temperatura,1,Estufa 1,27.02,2025-09-19 02:38:03.242352,Normal,2,Friday,False
1,Temperatura,1,Estufa 1,10.49,2025-09-19 03:08:03.242352,Critico,3,Friday,False
1,Temperatura,1,Estufa 1,37.48,2025-09-19 03:38:03.242352,Critico,3,Friday,False
1,Temperatura,1,Estufa 1,11.19,2025-09-19 04:08:03.242352,Critico,4,Friday,False
1,Temperatura,1,Estufa 1,20.28,2025-09-19 04:38:03.242352,Normal,4,Friday,False
1,Temperatura,1,Estufa 1,23.91,2025-09-19 05:08:03.242352,Normal,5,Friday,False
1,Temperatura,1,Estufa 1,27.33,2025-09-19 05:38:03.242352,Normal,5,Friday,False
1,Temperatura,1,Estufa 1,32.09,2025-09-19 06:08:03.242352,Critico,6,Friday,True
1,Temperatura,1,Estufa 1,14.95,2025-09-19 06:38:03.242352,Critico,6,Friday,True
1,Temperatura,1,Estufa 1,27.92,2025-09-19 07:08:03.242352,Normal,7,Friday,True
1,Temperatura,1,Estufa 1,22.25,2025-09-19 07:38:03.242352,Normal,7,Friday,True
1,Temperatura,1,Estufa 1,26.16,2025-09-19 08:08:03.242352,Normal,8,Friday,True
1,Temperatura,1,Estufa 1,29.11,2025-09-19 08:38:03.242352,Alerta,8,Friday,True
1,Temperatura,1,Estufa 1,21.65,2025-09-19 09:08:03.242352,Normal,9,Friday,True
1,Temperatura,1,Estufa 1,27.12,2025-09-19 09:38:03.242352,Normal,9,Friday,True
1,Temperatura,1,Estufa 1,21.47,2025-09-19 10:08:03.242352,Normal,10,Friday,True
1,Temperatura,1,Estufa 1,11.08,2025-09-19 10:38:03.242352,Critico,10,Friday,True
1,Temperatura,1,Estufa 1,17.56,2025-09-19 11:08:03.242352,Alerta,11,Friday,True
1,Temperatura,1,Estufa 1,20.46,2025-09-19 11:38:03.242352,Normal,11,Friday,True
1,Temperatura,1,Estufa 1,17.89,2025-09-19 12:08:03.242352,Alerta,12,Friday,True
1,Temperatura,1,Estufa 1,20.14,2025-09-19 12:38:03.242352,Normal,12,Friday,True
1,Temperatura,1,Estufa 1,32.32,2025-09-19 13:08:03.242352,Critico,13,Friday,True
1,Temperatura,1,Estufa 1,30.91,2025-09-19 13:38:03.242352,Alerta,13,Friday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-19 14:08:03.242352,Critico,14,Friday,True
1,Temperatura,1,Estufa 1,28.96,2025-09-19 14:38:03.242352,Alerta,14,Friday,True
1,Temperatura,1,Estufa 1,20.11,2025-09-19 15:08:03.242352,Normal,15,Friday,True
1,Temperatura,1,Estufa 1,20.85,2025-09-19 15:38:03.242352,Normal,15,Friday,True
1,Temperatura,1,Estufa 1,30.2,2025-09-19 16:08:03.242352,Alerta,16,Friday,True
1,Temperatura,1,Estufa 1,22.55,2025-09-19 16:38:03.242352,Normal,16,Friday,True
1,Temperatura,1,Estufa 1,26.73,2025-09-19 17:08:03.242352,Normal,17,Friday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-19 17:38:03.242352,Critico,17,Friday,True
1,Temperatura,1,Estufa 1,25.42,2025-09-19 18:08:03.242352,Normal,18,Friday,True
1,Temperatura,1,Estufa 1,32.9,2025-09-19 18:38:03.242352,Critico,18,Friday,True
1,Temperatura,1,Estufa 1,15.48,2025-09-19 19:08:03.242352,Alerta,19,Friday,False
1,Temperatura,1,Estufa 1,18.83,2025-09-19 19:38:03.242352,Normal,19,Friday,False
1,Temperatura,1,Estufa 1,27.85,2025-09-19 20:08:03.242352,Normal,20,Friday,False
1,Temperatura,1,Estufa 1,14.2,2025-09-19 20:38:03.242352,Critico,20,Friday,False
1,Temperatura,1,Estufa 1,38.75,2025-09-19 21:08:03.242352,Critico,21,Friday,False
1,Temperatura,1,Estufa 1,20.88,2025-09-19 21:38:03.242352,Normal,21,Friday,False
1,Temperatura,1,Estufa 1,20.5,2025-09-19 22:08:03.242352,Normal,22,Friday,False
1,Temperatura,1,Estufa 1,26.31,2025-09-19 22:38:03.242352,Normal,22,Friday,False
1,Temperatura,1,Estufa 1,22.2,2025-09-19 23:08:03.242352,Normal,23,Friday,False
1,Temperatura,1,Estufa 1,20.45,2025-09-19 23:38:03.242352,Normal,23,Friday,False
1,Temperatura,1,Estufa 1,10.0,2025-09-20 00:08:03.242352,Critico,0,Saturday,False
1,Temperatura,1,Estufa 1,13.7,2025-09-20 00:38:03.242352,Critico,0,Saturday,False
1,Temperatura,1,Estufa 1,16.1,2025-09-20 01:08:03.242352,Alerta,1,Saturday,False
1,Temperatura,1,Estufa 1,26.62,2025-09-20 01:38:03.242352,Normal,1,Saturday,False
1,Temperatura,1,Estufa 1,20.44,2025-09-20 02:08:03.242352,Normal,2,Saturday,False
1,Temperatura,1,Estufa 1,18.23,2025-09-20 02:38:03.242352,Normal,2,Saturday,False
1,Temperatura,1,Estufa 1,10.66,2025-09-20 03:08:03.242352,Critico,3,Saturday,False
1,Temperatura,1,Estufa 1,29.24,2025-09-20 03:38:03.242352,Alerta,3,Saturday,False
1,Temperatura,1,Estufa 1,20.39,2025-09-20 04:08:03.242352,Normal,4,Saturday,False
1,Temperatura,1,Estufa 1,20.14,2025-09-20 04:38:03.242352,Normal,4,Saturday,False
1,Temperatura,1,Estufa 1,22.74,2025-09-20 05:08:03.242352,Normal,5,Saturday,False
1,Temperatura,1,Estufa 1,21.51,2025-09-20 05:38:03.242352,Normal,5,Saturday,False
1,Temperatura,1,Estufa 1,27.09,2025-09-20 06:08:03.242352,Normal,6,Saturday,True
1,Temperatura,1,Estufa 1,34.13,2025-09-20 06:38:03.242352,Critico,6,Saturday,True
1,Temperatura,1,Estufa 1,17.89,2025-09-20 07:08:03.242352,Alerta,7,Saturday,True
1,Temperatura,1,Estufa 1,26.91,2025-09-20 07:38:03.242352,Normal,7,Saturday,True
1,Temperatura,1,Estufa 1,25.58,2025-09-20 08:08:03.242352,Normal,8,Saturday,True
1,Temperatura,1,Estufa 1,25.97,2025-09-20 08:38:03.242352,Normal,8,Saturday,True
1,Temperatura,1,Estufa 1,16.68,2025-09-20 09:08:03.242352,Alerta,9,Saturday,True
1,Temperatura,1,Estufa 1,17.85,2025-09-20 09:38:03.242352,Alerta,9,Saturday,True
1,Temperatura,1,Estufa 1,30.66,2025-09-20 10:08:03.242352,Alerta,10,Saturday,True
1,Temperatura,1,Estufa 1,24.1,2025-09-20 10:38:03.242352,Normal,10,Saturday,True
1,Temperatura,1,Estufa 1,28.43,2025-09-20 11:08:03.242352,Alerta,11,Saturday,True
1,Temperatura,1,Estufa 1,24.51,2025-09-20 11:38:03.242352,Normal,11,Saturday,True
1,Temperatura,1,Estufa 1,24.52,2025-09-20 12:08:03.242352,Normal,12,Saturday,True
1,Temperatura,1,Estufa 1,29.97,2025-09-20 12:38:03.242352,Alerta,12,Saturday,True
1,Temperatura,1,Estufa 1,21.24,2025-09-20 13:08:03.242352,Normal,13,Saturday,True
1,Temperatura,1,Estufa 1,24.91,2025-09-20 13:38:03.242352,Normal,13,Saturday,True
1,Temperatura,1,Estufa 1,33.53,2025-09-20 14:08:03.242352,Critico,14,Saturday,True
1,Temperatura,1,Estufa 1,21.73,2025-09-20 14:38:03.242352,Normal,14,Saturday,True
1,Temperatura,1,Estufa 1,22.48,2025-09-20 15:08:03.242352,Normal,15,Saturday,True
1,Temperatura,1,Estufa 1,25.67,2025-09-20 15:38:03.242352,Normal,15,Saturday,True
1,Temperatura,1,Estufa 1,10.0,2025-09-20 16:08:03.242352,Critico,16,Saturday,True
1,Temperatura,1,Estufa 1,31.87,2025-09-20 16:38:03.242352,Alerta,16,Saturday,True
1,Temperatura,1,Estufa 1,18.97,2025-09-20 17:08:03.242352,Normal,17,Saturday,True
1,Temperatura,1,Estufa 1,23.22,2025-09-20 17:38:03.242352,Normal,17,Saturday,True
1,Temperatura,1,Estufa 1,21.7,2025-09-20 18:08:03.242352,Normal,18,Saturday,True
1,Temperatura,1,Estufa 1,33.02,2025-09-20 18:38:03.242352,Critico,18,Saturday,True
1,Temperatura,1,Estufa 1,18.32,2025-09-20 19:08:03.242352,Normal,19,Saturday,False
1,Temperatura,1,Estufa 1,22.5,2025-09-20 19:38:03.242352,Normal,19,Saturday,False
1,Temperatura,1,Estufa 1,10.0,2025-09-20 20:08:03.242352,Critico,20,Saturday,False
1,Temperatura,1,Estufa 1,11.27,2025-09-20 20:38:03.242352,Critico,20,Saturday,False
1,Temperatura,1,Estufa 1,10.89,2025-09-20 21:08:03.242352,Critico,21,Saturday,False
1,Temperatura,1,Estufa 1,16.16,2025-09-20 21:38:03.242352,Alerta,21,Saturday,False
1,Temperatura,1,Estufa 1,21.07,2025-09-20 22:08:03.242352,Normal,22,Saturday,False
1,Temperatura,1,Estufa 1,13.16,2025-09-20 22:38:03.242352,Critico,22,Saturday,False
1,Temperatura,1,Estufa 1,22.79,2025-09-20 23:08:03.242352,Normal,23,Saturday,False
1,Temperatura,1,Estufa 1,27.24,2025-09-20 23:38:03.242352,Normal,23,Saturday,False
1,Temperatura,1,Estufa 1,13.93,2025-09-21 00:08:03.242352,Critico,0,Sunday,False
1,Temperatura,1,Estufa 1,13.52,2025-09-21 00:38:03.242352,Critico,0,Sunday,False
1,Temperatura,1,Estufa 1,23.01,2025-09-21 01:08:03.242352,Normal,1,Sunday,False
1,Temperatura,1,Estufa 1,23.64,2025-09-21 01:38:03.242352,Normal,1,Sunday,False
1,Temperatura,1,Estufa 1,13.13,2025-09-21 02:08:03.242352,Critico,2,Sunday,False
1,Temperatura,1,Estufa 1,13.65,2025-09-21 02:38:03.242352,Critico,2,Sunday,False
1,Temperatura,1,Estufa 1,20.18,2025-09-21 03:08:03.242352,Normal,3,Sunday,False
1,Temperatura,1,Estufa 1,10.0,2025-09-21 03:38:03.242352,Critico,3,Sunday,False
1,Temperatura,1,Estufa 1,11.15,2025-09-21 04:08:03.242352,Critico,4,Sunday,False
1,Temperatura,1,Estufa 1,10.73,2025-09-21 04:38:03.242352,Critico,4,Sunday,False
1,Temperatura,1,Estufa 1,11.91,2025-09-21 05:08:03.242352,Critico,5,Sunday,False
1,Temperatura,1,Estufa 1,15.57,2025-09-21 05:38:03.242352,Alerta,5,Sunday,False
1,Temperatura,1,Estufa 1,24.15,2025-09-21 06:08:03.242352,Normal,6,Sunday,True
1,Temperatura,1,Estufa 1,32.05,2025-09-21 06:38:03.242352,Critico,6,Sunday,True
1,Temperatura,1,Estufa 1,16.76,2025-09-21 07:08:03.242352,Alerta,7,Sunday,True
1,Temperatura,1,Estufa 1,40.0,2025-09-21 07:38:03.242352,Critico,7,Sunday,True
1,Temperatura,1,Estufa 1,21.46,2025-09-21 08:08:03.242352,Normal,8,Sunday,True
1,Temperatura,1,Estufa 1,22.45,2025-09-21 08:38:03.242352,Normal,8,Sunday,True
1,Temperatura,1,Estufa 1,26.8,2025-09-21 09:08:03.242352,Normal,9,Sunday,True
1,Temperatura,1,Estufa 1,10.0,2025-09-21 09:38:03.242352,Critico,9,Sunday,True
1,Temperatura,1,Estufa 1,25.04,2025-09-21 10:08:03.242352,Normal,10,Sunday,True
1,Temperatura,1,Estufa 1,23.74,2025-09-21 10:38:03.242352,Normal,10,Sunday,True
1,Temperatura,1,Estufa 1,39.07,2025-09-21 11:08:03.242352,Critico,11,Sunday,True
1,Temperatura,1,Estufa 1,24.48,2025-09-21 11:38:03.242352,Normal,11,Sunday,True
1,Temperatura,1,Estufa 1,37.48,2025-09-21 12:08:03.242352,Critico,12,Sunday,True
1,Temperatura,1,Estufa 1,18.92,2025-09-21 12:38:03.242352,Normal,12,Sunday,True
1,Temperatura,1,Estufa 1,13.47,2025-09-21 13:08:03.242352,Critico,13,Sunday,True
1,Temperatura,1,Estufa 1,19.01,2025-09-21 13:38:03.242352,Normal,13,Sunday,True
1,Temperatura,1,Estufa 1,19.41,2025-09-21 14:08:03.242352,Normal,14,Sunday,True
1,Temperatura,1,Estufa 1,18.92,2025-09-21 14:38:03.242352,Normal,14,Sunday,True
1,Temperatura,1,Estufa 1,29.88,2025-09-21 15:08:03.242352,Alerta,15,Sunday,True
1,Temperatura,1,Estufa 1,31.27,2025-09-21 15:38:03.242352,Alerta,15,Sunday,True
1,Temperatura,1,Estufa 1,19.32,2025-09-21 16:08:03.242352,Normal,16,Sunday,True
1,Temperatura,1,Estufa 1,17.75,2025-09-21 16:38:03.242352,Alerta,16,Sunday,True
1,Temperatura,1,Estufa 1,19.3,2025-09-21 17:08:03.242352,Normal,17,Sunday,True
1,Temperatura,1,Estufa 1,19.43,2025-09-21 17:38:03.242352,Normal,17,Sunday,True
